sigma_hash,sigma_seed_equivalent,mean_info,mean_free,mean_value,ok_goals,epsilon_actual,chi_twist,total_rows,fail_goals,source_run_dir,source_run_name
c7d3761344addc82a59147b6aafc9a17,3834872107864970015,6.248571193630116,13.37146458866392,-7.122893395033804,40,0.7875,0.60625,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
b50ab1569e7ae5ba06ea1f70431c337c,8142369714523471602,4.317024071802737,11.324978258248269,-7.007954186445533,40,0.5125,0.0374999999999999,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
9008b7a445b10201ae1cadff0b0f47f3,5633472377190960120,5.525406430975624,12.576096588772064,-7.05069015779644,40,0.825,0.63125,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
3d9e861dfbcb784729de0f72459f9461,2673761238939763952,5.046197325379854,12.211252694394927,-7.165055369015074,40,0.925,0.1875,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
50c7324079e5b4cb4446715fb08753a8,7337724853699657023,5.583839645134132,12.74991191143189,-7.166072266297758,40,0.775,0.38125,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
40482d67fecf34326f31bab4348be62a,8053022741213367951,6.285823915961654,13.39536273009405,-7.109538814132395,40,0.7375,0.69375,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
1c8c638fe003b7b054b6ec44fee7da44,995211287953623461,5.0706531677427575,12.18548284637166,-7.114829678628905,40,0.89375,0.36875,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
7382c4764571786652602056f9a9a00c,4135897940261376218,4.785953973746471,11.874181520978247,-7.088227547231777,40,0.75,0.15625,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
c82541dfad9e6d4a7f807e0eaf35e271,1138005315291364617,6.036559731700497,13.20045757164664,-7.163897839946143,40,0.775,0.6125,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
c65ef5fff4aa590b64a009524fa065ac,8168955032611657669,5.941053221680029,13.03666058085409,-7.0956073591740605,40,0.8125,0.6875,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
be816baa0076c0422d7af8f177235ba9,3061832318467497008,5.683322825780982,12.8321928002895,-7.148869974508517,40,0.86875,0.525,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
9681a918163f7bb2cd9e7dc84a643b92,8836572609931064057,5.946981109725103,13.094174213729284,-7.147193104004181,40,0.575,0.575,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
1ebf11472e402c2e7f2e7b682c503722,4372043020452794239,4.862674129253607,12.00173743307585,-7.139063303822243,40,0.95,0.125,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
12a146fcc4a3c433da5e904a17be7ba0,9196665189880431623,5.128580562776191,12.245310021126826,-7.116729458350635,40,0.94375,0.26875,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
23c24ceb9ad32758a29315100d586910,7644771200769374145,6.124160319790971,13.21232809041552,-7.0881677706245485,40,0.75,0.625,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
8cb5dc50291d073c3362a5a6192e270b,5534464648627631493,5.819436473844176,12.929251944727271,-7.109815470883096,40,0.8125,0.55,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
9d364972cce894c81fe83e2ecbac0ab1,6509057246989464643,6.429648442430046,13.511181431326644,-7.081532988896596,40,0.7625,0.54375,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
10d16c3a5dd63e4003b4808e89cc1bfc,2690717172962465916,6.04191716239666,13.117125750550017,-7.075208588153354,40,0.6875,0.64375,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
831cf481f645ec110038387bef081e2b,464470544601052751,6.054997039519276,13.14733666493328,-7.092339625414004,40,0.74375,0.66875,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
12d147d4204b9c561a1369763bf51141,4590849304507992557,5.71947835207995,12.85016893825376,-7.130690586173809,40,0.74375,0.6375,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
1a3adf06be6f98d982543f387451c1b3,3947965025208038246,4.225196035715561,11.243515615988752,-7.01831958027319,40,0.74375,0.0999999999999999,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
55595c9c8437369f5cf968a7551a00fa,552854101785341498,6.292386358091421,13.396957396858667,-7.104571038767247,40,0.68125,0.625,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
8d29a31c1bc91d6b351cbabc3ecb9be5,5724076176345781949,5.163921995640996,12.336494205463303,-7.172572209822309,40,0.575,0.28125,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
8bda525947ed932bdf75dc8953f1b2d0,8586817733760178473,6.122726705583712,13.31151571662603,-7.188789011042319,40,0.7875,0.69375,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
32c9be4f6682620c481b1881a54504d0,3291732344243341545,6.07771701292484,13.191396801511129,-7.113679788586286,40,0.73125,0.66875,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
6e5501ce8a6c8f772d7206879d6181b0,728468392452464800,6.052343102243571,13.148989489693722,-7.096646387450152,40,0.66875,0.65625,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
7e92fe76cf97512bf2cc8ce195f0a50b,8066661405616457572,6.031076012166733,13.200410001517596,-7.169333989350863,40,0.73125,0.50625,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
ea62605a280799d986d07eef581fab1a,6599250801115193040,5.210526954885756,12.374929649213602,-7.164402694327845,40,0.9,0.3125,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
a02b1f023b42f06b54cc850c87e5bf28,1522994101760008193,5.932117393572694,13.07944429451148,-7.1473269009387845,40,0.8125,0.48125,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
697473479049f7346fb2a99b1d0368f6,4799588338989750112,4.859770343651116,11.961647193154937,-7.10187684950382,40,0.96875,0.1312499999999999,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
fd8aee4829df3000ef17f94d6074fe2d,7651006490160094770,5.83751987971454,12.998939824000956,-7.161419944286417,40,0.7375,0.625,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
034c61688d2e36a5d454fd1005cfacc0,6552104006522247691,6.174078795251144,13.329770583164116,-7.155691787912973,40,0.7,0.7,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
9c34a7c845b6d17b1cde47a5f2a9d68c,6145046476869826948,6.082424635752554,13.163760799540494,-7.081336163787941,40,0.79375,0.5625,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
351df4b4220b5689d5a5261823bd578b,4602977338321536159,5.437820993061549,12.547445540034175,-7.109624546972626,40,0.75,0.21875,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
0d5b57cefcbc31d92e642fdcf404a097,5267768433226613833,5.671863445143462,12.921667232784262,-7.249803787640801,40,0.91875,0.2624999999999999,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
a24bb9641b8f68782aa16fd2abfba4db,8014404691768800717,5.037603451374321,12.154161650573837,-7.116558199199515,40,0.55625,0.1937499999999999,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
11b2f659d847262cdb194ef0e76356cd,9115069748931044134,5.247457276311264,12.42300839069555,-7.175551114384286,40,0.75625,0.28125,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
3cefe36be5a5bf5fe38ef6b86357c790,6732526919920862800,4.380117159668822,11.368411506885156,-6.988294347216335,40,0.975,0.0437499999999999,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
a4d758dbe17c6af50b1e2389c81b2096,6110493271917852290,4.750111272259408,11.827486346085136,-7.077375073825728,40,0.5625,0.21875,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
6b590e6b9b13a81371bc157c757f0df6,5219164353112464926,4.654615618681353,11.784220133273676,-7.129604514592325,40,0.75625,0.2624999999999999,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
b141394903e25985aea741e99cddaa91,1236718015825993119,5.9572928193821415,13.095509359076726,-7.138216539694585,40,0.68125,0.56875,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
170dcff93941c43aad1fb8828e995370,6573945340630457317,5.527445189301427,12.637137322757468,-7.109692133456042,40,0.88125,0.33125,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
a0f3d071d7ebb36c9de0a00d80d12f3b,6901837833592935958,5.987984737784113,13.144437980818202,-7.156453243034089,40,0.725,0.65625,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
b8ff12c419022050abd4849631d770ef,2148967019710230931,5.048376779734524,12.193446966147294,-7.145070186412769,40,0.5625,0.1687499999999999,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
3bb495d4d46ae444b16d803678d13ec0,2942728385658816330,6.073917510801159,13.2648465938343,-7.190929083033142,40,0.89375,0.38125,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
60afdf775ad2420bfa63c1a304daae67,4306427032083837568,5.593425180211169,12.72398696131957,-7.1305617811084,40,0.75,0.58125,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
ecb2f97f7b4cd3ac3c96bedb185b7654,1584336719039503792,5.05452403070268,12.252849740932891,-7.198325710230213,40,0.5625,0.2375,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
20bdb915cf975c32bd789e1ad6e55416,9147954637911100539,5.466070145196076,12.605700851527551,-7.139630706331476,40,0.88125,0.3375,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
ae898b56691e4229d0fa6cc1ea4ac35e,3318453012074547124,4.541220924656896,11.549541563995424,-7.008320639338528,40,0.96875,0.0875,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
28857f94cf1b33132be39d38ceee58fd,9002304651712053027,6.194553158721907,13.32463194752862,-7.130078788806716,40,0.71875,0.55625,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
73c36af6aeebbfefcc68e82ba48ad2ff,3742418829991629536,5.172741913173449,12.297928667020596,-7.125186753847148,40,0.8875,0.33125,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
45e303e6b76889f943b0da7c80149faa,5726012783416685469,5.505113634899788,12.643176898363098,-7.138063263463311,40,0.7125,0.35,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
3da1aacbca205ed6421c99d63d73ba41,4422516614049855470,5.169372801043559,12.297931287966229,-7.128558486922668,40,0.775,0.21875,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
97c74df3c9c011e2a6ec77be1b7170b8,6231596111722812543,5.92182343783074,13.071814096659097,-7.149990658828356,40,0.80625,0.58125,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
d900e42677aa9da85c4ed8ade04dbd03,1031501313753675863,6.159245242359635,13.28377860868047,-7.124533366320835,40,0.71875,0.7125,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
0a8225b76032aaa9bb5c7ff834d3d76b,5791852763859725502,5.643243793402802,12.768858170798852,-7.125614377396049,40,0.65,0.56875,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
00af57e08a9aa8b3e97ca78b4dc5d995,7699843973509753596,6.189432881604931,13.272402921481184,-7.082970039876251,40,0.74375,0.65625,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
ae05a4582fd0fa1776afacc0f53b976d,5961346923882187678,5.14721488887861,12.24825681964516,-7.10104193076655,40,0.3125,0.3125,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
330c72fd0d42887b3143163ef541f690,1683216207761049479,5.870923756748008,13.049237994424184,-7.178314237676176,40,0.7,0.6375,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
94b5691c8ff899196e32e28509d9cb87,1701714963053870524,6.156911781348148,13.272521500633948,-7.1156097192858,40,0.73125,0.59375,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
20e67468bbd725c0acde4d847b13ac80,7974527307962513409,5.135549878876989,12.224403773455004,-7.088853894578014,40,0.5875,0.25,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
787e1c66999c7a72042bcf1d88b83bb5,8442006206262882458,5.871217514504629,13.022956244689553,-7.151738730184926,40,0.7875,0.5875,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
7c2a58c136cd0320381b972486941fd3,3490369593110570517,5.926298874205179,13.002054752199546,-7.075755877994366,40,0.74375,0.63125,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
045855d7b1ccdb220f340b21410636c4,1721701964793769224,5.02282870491797,12.126312199931812,-7.103483495013842,40,0.51875,0.0374999999999999,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
a4b61637efbd7244e35bc981db0c9f7f,3226818076599616523,5.488449064265369,12.664375314175087,-7.175926249909719,40,0.75,0.425,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
ce5b1c128c6327a1145d8ff92ac3388c,3536390164723632081,4.445639965191001,11.541348671328128,-7.095708706137126,40,0.95625,0.08125,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
